ugc,type,name,state
MIC133,county,Osceola,MI
MIC135,county,Oscoda,MI
MIC137,county,Otsego,MI
MIC139,county,Ottawa,MI
MIC141,county,Presque Isle,MI
MIC143,county,Roscommon,MI
MIC145,county,Saginaw,MI
MIC147,county,St. Clair,MI
MIC149,county,St. Joseph,MI
MIC151,county,Sanilac,MI
MIC153,county,Schoolcraft,MI
MIC155,county,Shiawassee,MI
MIC157,county,Tuscola,MI
MIC159,county,Van Buren,MI
MIC161,county,Washtenaw,MI
MIC163,county,Wayne,MI
MIC165,county,Wexford,MI
MNC001,county,Aitkin,MN
MNC003,county,Anoka,MN
MNC005,county,Becker,MN
MNC007,county,Beltrami,MN
MNC009,county,Benton,MN
MNC011,county,Big Stone,MN
MNC013,county,Blue Earth,MN
MNC015,county,Brown,MN
MNC017,county,Carlton,MN
MNC019,county,Carver,MN
MNC021,county,Cass,MN
MNC023,county,Chippewa,MN
MNC025,county,Chisago,MN
MNC027,county,Clay,MN
MNC029,county,Clearwater,MN
MNC031,county,Cook,MN
MNC033,county,Cottonwood,MN
MNC035,county,Crow Wing,MN
MNC037,county,Dakota,MN
MNC039,county,Dodge,MN
MNC041,county,Douglas,MN
MNC043,county,Faribault,MN
MNC045,county,Fillmore,MN
MNC047,county,Freeborn,MN
MNC049,county,Goodhue,MN
MNC051,county,Grant,MN
MNC053,county,Hennepin,MN
MNC055,county,Houston,MN
MNC057,county,Hubbard,MN
MNC059,county,Isanti,MN
MNC061,county,Itasca,MN
MNC063,county,Jackson,MN
MNC065,county,Kanabec,MN
MNC067,county,Kandiyohi,MN
MNC069,county,Kittson,MN
MNC071,county,Koochiching,MN
MNC073,county,Lac qui Parle,MN
MNC075,county,Lake,MN
MNC077,county,Lake of the Woods,MN
MNC079,county,Le Sueur,MN
MNC081,county,Lincoln,MN
MNC083,county,Lyon,MN
MNC085,county,McLeod,MN
MNC087,county,Mahnomen,MN
MNC089,county,Marshall,MN
MNC091,county,Martin,MN
MNC093,county,Meeker,MN
MNC095,county,Mille Lacs,MN
MNC097,county,Morrison,MN
MNC099,county,Mower,MN
MNC101,county,Murray,MN
MNC103,county,Nicollet,MN
MNC105,county,Nobles,MN
MNC107,county,Norman,MN
MNC109,county,Olmsted,MN
MNC111,county,Otter Tail,MN
MNC113,county,Pennington,MN
MNC115,county,Pine,MN
MNC117,county,Pipestone,MN
MNC119,county,Polk,MN
MNC121,county,Pope,MN
MNC123,county,Ramsey,MN
MNC125,county,Red Lake,MN
MNC127,county,Redwood,MN
MNC129,county,Renville,MN
MNC131,county,Rice,MN
MNC133,county,Rock,MN
MNC135,county,Roseau,MN
MNC137,county,St. Louis,MN
MNC139,county,Scott,MN
MNC141,county,Sherburne,MN
MNC143,county,Sibley,MN
MNC145,county,Stearns,MN
MNC147,county,Steele,MN
MNC149,county,Stevens,MN
MNC151,county,Swift,MN
MNC153,county,Todd,MN
MNC155,county,Traverse,MN
MNC157,county,Wabasha,MN
MNC159,county,Wadena,MN
MNC161,county,Waseca,MN
MNC163,county,Washington,MN
MNC165,county,Watonwan,MN
MNC167,county,Wilkin,MN
MNC169,county,Winona,MN
MNC171,county,Wright,MN
MNC173,county,Yellow Medicine,MN
MOC001,county,Adair,MO
MOC003,county,Andrew,MO
MOC005,county,Atchison,MO
MOC007,county,Audrain,MO
MOC009,county,Barry,MO
MOC011,county,Barton,MO
MOC013,county,Bates,MO
MOC015,county,Benton,MO
MOC017,county,Bollinger,MO
MOC019,county,Boone,MO
MOC021,county,Buchanan,MO
MOC023,county,Butler,MO
MOC025,county,Caldwell,MO
MOC027,county,Callaway,MO
MOC029,county,Camden,MO
MOC031,county,Cape Girardeau,MO
MOC033,county,Carroll,MO
MOC035,county,Carter,MO
MOC037,county,Cass,MO
MOC039,county,Cedar,MO
MOC041,county,Chariton,MO
MOC043,county,Christian,MO
MOC045,county,Clark,MO
MOC047,county,Clay,MO
MOC049,county,Clinton,MO
MOC051,county,Cole,MO
MOC053,county,Cooper,MO
MOC055,county,Crawford,MO
MOC057,county,Dade,MO
MOC059,county,Dallas,MO
MOC061,county,Daviess,MO
MOC063,county,DeKalb,MO
MOC065,county,Dent,MO
MOC067,county,Douglas,MO
MOC069,county,Dunklin,MO
MOC071,county,Franklin,MO
MOC073,county,Gasconade,MO
MOC075,county,Gentry,MO
MOC077,county,Greene,MO
MOC079,county,Grundy,MO
MOC081,county,Harrison,MO
MOC083,county,Henry,MO
MOC085,county,Hickory,MO
MOC087,county,Holt,MO
MOC089,county,Howard,MO
MOC091,county,Howell,MO
MOC093,county,Iron,MO
MOC095,county,Jackson,MO
MOC097,county,Jasper,MO
MOC099,county,Jefferson,MO
MOC101,county,Johnson,MO
MOC103,county,Knox,MO
MOC105,county,Laclede,MO
MOC107,county,Lafayette,MO
MOC109,county,Lawrence,MO
MOC111,county,Lewis,MO
MOC113,county,Lincoln,MO
MOC115,county,Linn,MO
MOC117,county,Livingston,MO
MOC119,county,McDonald,MO
MOC121,county,Macon,MO
MOC123,county,Madison,MO
MOC125,county,Maries,MO
MOC127,county,Marion,MO
MOC129,county,Mercer,MO
MOC131,county,Miller,MO
MOC133,county,Mississippi,MO
MOC135,county,Moniteau,MO
MOC137,county,Monroe,MO
MOC139,county,Montgomery,MO
MOC141,county,Morgan,MO
MOC143,county,New Madrid,MO
MOC145,county,Newton,MO
MOC147,county,Nodaway,MO
MOC149,county,Oregon,MO
MOC151,county,Osage,MO
MOC153,county,Ozark,MO
MOC155,county,Pemiscot,MO
MOC157,county,Perry,MO
MOC159,county,Pettis,MO
MOC161,county,Phelps,MO
MOC163,county,Pike,MO
MOC165,county,Platte,MO
MOC167,county,Polk,MO
MOC169,county,Pulaski,MO
MOC171,county,Putnam,MO
MOC173,county,Ralls,MO
MOC175,county,Randolph,MO
MOC177,county,Ray,MO
MOC179,county,Reynolds,MO
MOC181,county,Ripley,MO
MOC183,county,St. Charles,MO
MOC185,county,St. Clair,MO
MOC186,county,Ste. Genevieve,MO
MOC187,county,St. Francois,MO
MOC189,county,St. Louis,MO
MOC195,county,Saline,MO
MOC197,county,Schuyler,MO
MOC199,county,Scotland,MO
MOC201,county,Scott,MO
MOC203,county,Shannon,MO
MOC205,county,Shelby,MO
MOC207,county,Stoddard,MO
MOC209,county,Stone,MO
MOC211,county,Sullivan,MO
MOC213,county,Taney,MO
MOC215,county,Texas,MO
MOC217,county,Vernon,MO
MOC219,county,Warren,MO
MOC221,county,Washington,MO
MOC223,county,Wayne,MO
MOC225,county,Webster,MO
MOC227,county,Worth,MO
MOC229,county,Wright,MO
MOC510,county,St. Louis City,MO
MPC085,county,Agrihan,MP
MPC100,county,Rota,MP
MPC110,county,Saipan,MP
MPC120,county,Tinian,MP
MSC001,county,Adams,MS
MSC003,county,Alcorn,MS
MSC005,county,Amite,MS
MSC007,county,Attala,MS
MSC009,county,Benton,MS
MSC011,county,Bolivar,MS
MSC013,county,Calhoun,MS
MSC015,county,Carroll,MS
MSC017,county,Chickasaw,MS
MSC019,county,Choctaw,MS
MSC021,county,Claiborne,MS
MSC023,county,Clarke,MS
MSC025,county,Clay,MS
MSC027,county,Coahoma,MS
MSC029,county,Copiah,MS
MSC031,county,Covington,MS
MSC033,county,DeSoto,MS
MSC035,county,Forrest,MS
MSC037,county,Franklin,MS
MSC039,county,George,MS
MSC041,county,Greene,MS
MSC043,county,Grenada,MS
MSC045,county,Hancock,MS
MSC047,county,Harrison,MS
MSC049,county,Hinds,MS
MSC051,county,Holmes,MS
MSC053,county,Humphreys,MS
MSC055,county,Issaquena,MS
MSC057,county,Itawamba,MS
MSC059,county,Jackson,MS
MSC061,county,Jasper,MS
MSC063,county,Jefferson,MS
MSC065,county,Jefferson Davis,MS
MSC067,county,Jones,MS
MSC069,county,Kemper,MS
MSC071,county,Lafayette,MS
MSC073,county,Lamar,MS
MSC075,county,Lauderdale,MS
MSC077,county,Lawrence,MS
MSC079,county,Leake,MS
MSC081,county,Lee,MS
MSC083,county,Leflore,MS
MSC085,county,Lincoln,MS
MSC087,county,Lowndes,MS
MSC089,county,Madison,MS
MSC091,county,Marion,MS
MSC093,county,Marshall,MS
MSC095,county,Monroe,MS
MSC097,county,Montgomery,MS
MSC099,county,Neshoba,MS
MSC101,county,Newton,MS
MSC103,county,Noxubee,MS
MSC105,county,Oktibbeha,MS
MSC107,county,Panola,MS
MSC109,county,Pearl River,MS
MSC111,county,Perry,MS
MSC113,county,Pike,MS
MSC115,county,Pontotoc,MS
MSC117,county,Prentiss,MS
MSC119,county,Quitman,MS
MSC121,county,Rankin,MS
MSC123,county,Scott,MS
MSC125,county,Sharkey,MS
MSC127,county,Simpson,MS
MSC129,county,Smith,MS
MSC131,county,Stone,MS
MSC133,county,Sunflower,MS
MSC135,county,Tallahatchie,MS
MSC137,county,Tate,MS
MSC139,county,Tippah,MS
MSC141,county,Tishomingo,MS
MSC143,county,Tunica,MS
MSC145,county,Union,MS
MSC147,county,Walthall,MS
MSC149,county,Warren,MS
MSC151,county,Washington,MS
MSC153,county,Wayne,MS
MSC155,county,Webster,MS
MSC157,county,Wilkinson,MS
MSC159,county,Winston,MS
MSC161,county,Yalobusha,MS
MSC163,county,Yazoo,MS
MTC001,county,Beaverhead,MT
MTC003,county,Big Horn,MT
MTC005,county,Blaine,MT
MTC007,county,Broadwater,MT
MTC009,county,Carbon,MT
MTC011,county,Carter,MT
MTC013,county,Cascade,MT
MTC015,county,Chouteau,MT
MTC017,county,Custer,MT
MTC019,county,Daniels,MT
MTC021,county,Dawson,MT
MTC023,county,Deer Lodge,MT
MTC025,county,Fallon,MT
MTC027,county,Fergus,MT
MTC029,county,Flathead,MT
MTC031,county,Gallatin,MT
MTC033,county,Garfield,MT
MTC035,county,Glacier,MT
MTC037,county,Golden Valley,MT
MTC039,county,Granite,MT
MTC041,county,Hill,MT
MTC043,county,Jefferson,MT
MTC045,county,Judith Basin,MT
MTC047,county,Lake,MT
MTC049,county,Lewis and Clark,MT
MTC051,county,Liberty,MT
MTC053,county,Lincoln,MT
MTC055,county,McCone,MT
MTC057,county,Madison,MT
MTC059,county,Meagher,MT
MTC061,county,Mineral,MT
MTC063,county,Missoula,MT
MTC065,county,Musselshell,MT
MTC067,county,Park,MT
MTC069,county,Petroleum,MT
MTC071,county,Phillips,MT
MTC073,county,Pondera,MT
MTC075,county,Powder River,MT
MTC077,county,Powell,MT
MTC079,county,Prairie,MT
MTC081,county,Ravalli,MT
MTC083,county,Richland,MT
MTC085,county,Roosevelt,MT
MTC087,county,Rosebud,MT
MTC089,county,Sanders,MT
MTC091,county,Sheridan,MT
MTC093,county,Silver Bow,MT
MTC095,county,Stillwater,MT
MTC097,county,Sweet Grass,MT
MTC099,county,Teton,MT
MTC101,county,Toole,MT
MTC103,county,Treasure,MT
MTC105,county,Valley,MT
MTC107,county,Wheatland,MT
MTC109,county,Wibaux,MT
MTC111,county,Yellowstone,MT
NCC001,county,Alamance,NC
NCC003,county,Alexander,NC
NCC005,county,Alleghany,NC
NCC007,county,Anson,NC
NCC009,county,Ashe,NC
NCC011,county,Avery,NC
NCC013,county,Beaufort,NC
NCC015,county,Bertie,NC
NCC017,county,Bladen,NC
NCC019,county,Brunswick,NC
NCC021,county,Buncombe,NC
NCC023,county,Burke,NC
NCC025,county,Cabarrus,NC
NCC027,county,Caldwell,NC
NCC029,county,Camden,NC
NCC031,county,Carteret,NC
NCC033,county,Caswell,NC
NCC035,county,Catawba,NC
NCC037,county,Chatham,NC
NCC039,county,Cherokee,NC
NCC041,county,Chowan,NC
NCC043,county,Clay,NC
NCC045,county,Cleveland,NC
NCC047,county,Columbus,NC
NCC049,county,Craven,NC
NCC051,county,Cumberland,NC
NCC053,county,Currituck,NC
NCC055,county,Dare,NC
NCC057,county,Davidson,NC
NCC059,county,Davie,NC
NCC061,county,Duplin,NC
NCC063,county,Durham,NC
NCC065,county,Edgecombe,NC
NCC067,county,Forsyth,NC
NCC069,county,Franklin,NC
NCC071,county,Gaston,NC
NCC073,county,Gates,NC
NCC075,county,Graham,NC
NCC077,county,Granville,NC
NCC079,county,Greene,NC
NCC081,county,Guilford,NC
NCC083,county,Halifax,NC
NCC085,county,Harnett,NC
NCC087,county,Haywood,NC
NCC089,county,Henderson,NC
NCC091,county,Hertford,NC
NCC093,county,Hoke,NC
NCC095,county,Hyde,NC
NCC097,county,Iredell,NC
NCC099,county,Jackson,NC
NCC101,county,Johnston,NC
NCC103,county,Jones,NC
NCC105,county,Lee,NC
NCC107,county,Lenoir,NC
NCC109,county,Lincoln,NC
NCC111,county,McDowell,NC
NCC113,county,Macon,NC
NCC115,county,Madison,NC
NCC117,county,Martin,NC
NCC119,county,Mecklenburg,NC
NCC121,county,Mitchell,NC
NCC123,county,Montgomery,NC
NCC125,county,Moore,NC
NCC127,county,Nash,NC
NCC129,county,New Hanover,NC
NCC131,county,Northampton,NC
NCC133,county,Onslow,NC
NCC135,county,Orange,NC
NCC137,county,Pamlico,NC
NCC139,county,Pasquotank,NC
NCC141,county,Pender,NC
NCC143,county,Perquimans,NC
NCC145,county,Person,NC
NCC147,county,Pitt,NC
NCC149,county,Polk,NC
NCC151,county,Randolph,NC
NCC153,county,Richmond,NC
NCC155,county,Robeson,NC
NCC157,county,Rockingham,NC
NCC159,county,Rowan,NC
NCC161,county,Rutherford,NC
NCC163,county,Sampson,NC
NCC165,county,Scotland,NC
NCC167,county,Stanly,NC
NCC169,county,Stokes,NC
NCC171,county,Surry,NC
NCC173,county,Swain,NC
NCC175,county,Transylvania,NC
NCC177,county,Tyrrell,NC
NCC179,county,Union,NC
NCC181,county,Vance,NC
NCC183,county,Wake,NC
NCC185,county,Warren,NC
NCC187,county,Washington,NC
NCC189,county,Watauga,NC
NCC191,county,Wayne,NC
NCC193,county,Wilkes,NC
NCC195,county,Wilson,NC
NCC197,county,Yadkin,NC
NCC199,county,Yancey,NC
NDC001,county,Adams,ND
NDC003,county,Barnes,ND
NDC005,county,Benson,ND
NDC007,county,Billings,ND
NDC009,county,Bottineau,ND
NDC011,county,Bowman,ND
NDC013,county,Burke,ND
NDC015,county,Burleigh,ND
NDC017,county,Cass,ND
NDC019,county,Cavalier,ND
NDC021,county,Dickey,ND
NDC023,county,Divide,ND
NDC025,county,Dunn,ND
NDC027,county,Eddy,ND
NDC029,county,Emmons,ND
NDC031,county,Foster,ND
NDC033,county,Golden Valley,ND
NDC035,county,Grand Forks,ND
NDC037,county,Grant,ND
NDC039,county,Griggs,ND
NDC041,county,Hettinger,ND
NDC043,county,Kidder,ND
NDC045,county,LaMoure,ND
NDC047,county,Logan,ND
NDC049,county,McHenry,ND
NDC051,county,McIntosh,ND
NDC053,county,McKenzie,ND
NDC055,county,McLean,ND
NDC057,county,Mercer,ND
NDC059,county,Morton,ND
NDC061,county,Mountrail,ND
NDC063,county,Nelson,ND
NDC065,county,Oliver,ND
NDC067,county,Pembina,ND
NDC069,county,Pierce,ND
NDC071,county,Ramsey,ND
NDC073,county,Ransom,ND
NDC075,county,Renville,ND
NDC077,county,Richland,ND
NDC079,county,Rolette,ND
NDC081,county,Sargent,ND
NDC083,county,Sheridan,ND
NDC085,county,Sioux,ND
NDC087,county,Slope,ND
NDC089,county,Stark,ND
NDC091,county,Steele,ND
NDC093,county,Stutsman,ND
NDC095,county,Towner,ND
NDC097,county,Traill,ND
NDC099,county,Walsh,ND
NDC101,county,Ward,ND
NDC103,county,Wells,ND
NDC105,county,Williams,ND
NEC001,county,Adams,NE
NEC003,county,Antelope,NE
NEC005,county,Arthur,NE
NEC007,county,Banner,NE
NEC009,county,Blaine,NE
NEC011,county,Boone,NE
NEC013,county,Box Butte,NE
NEC015,county,Boyd,NE
NEC017,county,Brown,NE
NEC019,county,Buffalo,NE
NEC021,county,Burt,NE
NEC023,county,Butler,NE
NEC025,county,Cass,NE
NEC027,county,Cedar,NE
NEC029,county,Chase,NE
NEC031,county,Cherry,NE
NEC033,county,Cheyenne,NE
NEC035,county,Clay,NE
NEC037,county,Colfax,NE
NEC039,county,Cuming,NE
NEC041,county,Custer,NE
NEC043,county,Dakota,NE
NEC045,county,Dawes,NE
NEC047,county,Dawson,NE
NEC049,county,Deuel,NE
NEC051,county,Dixon,NE
NEC053,county,Dodge,NE
NEC055,county,Douglas,NE
NEC057,county,Dundy,NE
NEC059,county,Fillmore,NE
NEC061,county,Franklin,NE
NEC063,county,Frontier,NE
NEC065,county,Furnas,NE
NEC067,county,Gage,NE
NEC069,county,Garden,NE
NEC071,county,Garfield,NE
NEC073,county,Gosper,NE
NEC075,county,Grant,NE
NEC077,county,Greeley,NE
NEC079,county,Hall,NE
NEC081,county,Hamilton,NE
NEC083,county,Harlan,NE
NEC085,county,Hayes,NE
NEC087,county,Hitchcock,NE
NEC089,county,Holt,NE
NEC091,county,Hooker,NE
NEC093,county,Howard,NE
NEC095,county,Jefferson,NE
NEC097,county,Johnson,NE
NEC099,county,Kearney,NE
NEC101,county,Keith,NE
NEC103,county,Keya Paha,NE
NEC105,county,Kimball,NE
NEC107,county,Knox,NE
NEC109,county,Lancaster,NE
NEC111,county,Lincoln,NE
NEC113,county,Logan,NE
NEC115,county,Loup,NE
NEC117,county,McPherson,NE
NEC119,county,Madison,NE
NEC121,county,Merrick,NE
NEC123,county,Morrill,NE
NEC125,county,Nance,NE
NEC127,county,Nemaha,NE
NEC129,county,Nuckolls,NE
NEC131,county,Otoe,NE
NEC133,county,Pawnee,NE
NEC135,county,Perkins,NE
NEC137,county,Phelps,NE
NEC139,county,Pierce,NE
NEC141,county,Platte,NE
NEC143,county,Polk,NE
NEC145,county,Red Willow,NE
NEC147,county,Richardson,NE
NEC149,county,Rock,NE
NEC151,county,Saline,NE
NEC153,county,Sarpy,NE
NEC155,county,Saunders,NE
NEC157,county,Scotts Bluff,NE
NEC159,county,Seward,NE
NEC161,county,Sheridan,NE
NEC163,county,Sherman,NE
NEC165,county,Sioux,NE
NEC167,county,Stanton,NE
NEC169,county,Thayer,NE
NEC171,county,Thomas,NE
NEC173,county,Thurston,NE
NEC175,county,Valley,NE
NEC177,county,Washington,NE
NEC179,county,Wayne,NE
NEC181,county,Webster,NE
NEC183,county,Wheeler,NE
NEC185,county,York,NE
NHC001,county,Belknap,NH
NHC003,county,Carroll,NH
NHC005,county,Cheshire,NH
NHC007,county,Coos,NH
NHC009,county,Grafton,NH
NHC011,county,Hillsborough,NH
NHC013,county,Merrimack,NH
NHC015,county,Rockingham,NH
NHC017,county,Strafford,NH
NHC019,county,Sullivan,NH
NJC001,county,Atlantic,NJ
NJC003,county,Bergen,NJ
NJC005,county,Burlington,NJ
NJC007,county,Camden,NJ
NJC009,county,Cape May,NJ
NJC011,county,Cumberland,NJ
NJC013,county,Essex,NJ
NJC015,county,Gloucester,NJ
NJC017,county,Hudson,NJ
NJC019,county,Hunterdon,NJ
NJC021,county,Mercer,NJ
NJC023,county,Middlesex,NJ
NJC025,county,Monmouth,NJ
NJC027,county,Morris,NJ
NJC029,county,Ocean,NJ
NJC031,county,Passaic,NJ
NJC033,county,Salem,NJ
NJC035,county,Somerset,NJ
NJC037,county,Sussex,NJ
NJC039,county,Union,NJ
NJC041,county,Warren,NJ
NMC001,county,Bernalillo,NM
NMC003,county,Catron,NM
NMC005,county,Chaves,NM
NMC006,county,Cibola,NM
NMC007,county,Colfax,NM
NMC009,county,Curry,NM
NMC011,county,De Baca,NM
NMC013,county,Dona Ana,NM
NMC015,county,Eddy,NM
NMC017,county,Grant,NM
NMC019,county,Guadalupe,NM
NMC021,county,Harding,NM
NMC023,county,Hidalgo,NM
NMC025,county,Lea,NM
NMC027,county,Lincoln,NM
NMC028,county,Los Alamos,NM
NMC029,county,Luna,NM
NMC031,county,McKinley,NM
NMC033,county,Mora,NM
NMC035,county,Otero,NM
NMC037,county,Quay,NM
NMC039,county,Rio Arriba,NM
NMC041,county,Roosevelt,NM
NMC043,county,Sandoval,NM
NMC045,county,San Juan,NM
NMC047,county,San Miguel,NM
NMC049,county,Santa Fe,NM
NMC051,county,Sierra,NM
NMC053,county,Socorro,NM
NMC055,county,Taos,NM
NMC057,county,Torrance,NM
NMC059,county,Union,NM
NMC061,county,Valencia,NM
NVC001,county,Churchill,NV
NVC003,county,Clark,NV
NVC005,county,Douglas,NV
NVC007,county,Elko,NV
NVC009,county,Esmeralda,NV
NVC011,county,Eureka,NV
NVC013,county,Humboldt,NV
NVC015,county,Lander,NV
NVC017,county,Lincoln,NV
NVC019,county,Lyon,NV
NVC021,county,Mineral,NV
NVC023,county,Nye,NV
NVC027,county,Pershing,NV
NVC029,county,Storey,NV
NVC031,county,Washoe,NV
NVC033,county,White Pine,NV
NVC510,county,Carson City,NV
NYC001,county,Albany,NY
NYC003,county,Allegany,NY
NYC005,county,Bronx,NY
NYC007,county,Broome,NY
NYC009,county,Cattaraugus,NY
NYC011,county,Cayuga,NY
NYC013,county,Chautauqua,NY
NYC015,county,Chemung,NY
NYC017,county,Chenango,NY
NYC019,county,Clinton,NY
NYC021,county,Columbia,NY
NYC023,county,Cortland,NY
NYC025,county,Delaware,NY
NYC027,county,Dutchess,NY
NYC029,county,Erie,NY
NYC031,county,Essex,NY
NYC033,county,Franklin,NY
NYC035,county,Fulton,NY
NYC037,county,Genesee,NY
NYC039,county,Greene,NY
NYC041,county,Hamilton,NY
NYC043,county,Herkimer,NY
NYC045,county,Jefferson,NY
NYC047,county,Kings,NY
NYC049,county,Lewis,NY
NYC051,county,Livingston,NY
NYC053,county,Madison,NY
NYC055,county,Monroe,NY
NYC057,county,Montgomery,NY
NYC059,county,Nassau,NY
NYC061,county,New York,NY
NYC063,county,Niagara,NY
NYC065,county,Oneida,NY
NYC067,county,Onondaga,NY
NYC069,county,Ontario,NY
NYC071,county,Orange,NY
NYC073,county,Orleans,NY
NYC075,county,Oswego,NY
NYC077,county,Otsego,NY
NYC079,county,Putnam,NY
NYC081,county,Queens,NY
NYC083,county,Rensselaer,NY
NYC085,county,Richmond,NY
NYC087,county,Rockland,NY
NYC089,county,St. Lawrence,NY
NYC091,county,Saratoga,NY
NYC093,county,Schenectady,NY
NYC095,county,Schoharie,NY
NYC097,county,Schuyler,NY
NYC099,county,Seneca,NY
NYC101,county,Steuben,NY
NYC103,county,Suffolk,NY
NYC105,county,Sullivan,NY
NYC107,county,Tioga,NY
NYC109,county,Tompkins,NY
NYC111,county,Ulster,NY
NYC113,county,Warren,NY
NYC115,county,Washington,NY
NYC117,county,Wayne,NY
NYC119,county,Westchester,NY
NYC121,county,Wyoming,NY
NYC123,county,Yates,NY
OHC001,county,Adams,OH
OHC003,county,Allen,OH
OHC005,county,Ashland,OH
OHC007,county,Ashtabula,OH
OHC009,county,Athens,OH
OHC011,county,Auglaize,OH
OHC013,county,Belmont,OH
OHC015,county,Brown,OH
OHC017,county,Butler,OH
OHC019,county,Carroll,OH
OHC021,county,Champaign,OH
OHC023,county,Clark,OH
OHC025,county,Clermont,OH
OHC027,county,Clinton,OH
OHC029,county,Columbiana,OH
OHC031,county,Coshocton,OH
OHC033,county,Crawford,OH
OHC035,county,Cuyahoga,OH
OHC037,county,Darke,OH
OHC039,county,Defiance,OH
OHC041,county,Delaware,OH
OHC043,county,Erie,OH
OHC045,county,Fairfield,OH
OHC047,county,Fayette,OH
OHC049,county,Franklin,OH
OHC051,county,Fulton,OH
OHC053,county,Gallia,OH
OHC055,county,Geauga,OH
OHC057,county,Greene,OH
OHC059,county,Guernsey,OH
OHC061,county,Hamilton,OH
OHC063,county,Hancock,OH
OHC065,county,Hardin,OH
OHC067,county,Harrison,OH
OHC069,county,Henry,OH
OHC071,county,Highland,OH
OHC073,county,Hocking,OH
OHC075,county,Holmes,OH
OHC077,county,Huron,OH
OHC079,county,Jackson,OH
OHC081,county,Jefferson,OH
OHC083,county,Knox,OH
OHC085,county,Lake,OH
OHC087,county,Lawrence,OH
OHC089,county,Licking,OH
OHC091,county,Logan,OH
OHC093,county,Lorain,OH
OHC095,county,Lucas,OH
OHC097,county,Madison,OH
OHC099,county,Mahoning,OH
OHC101,county,Marion,OH
OHC103,county,Medina,OH
OHC105,county,Meigs,OH
OHC107,county,Mercer,OH
OHC109,county,Miami,OH
OHC111,county,Monroe,OH
OHC113,county,Montgomery,OH
OHC115,county,Morgan,OH
OHC117,county,Morrow,OH
OHC119,county,Muskingum,OH
OHC121,county,Noble,OH
OHC123,county,Ottawa,OH
OHC125,county,Paulding,OH
OHC127,county,Perry,OH
OHC129,county,Pickaway,OH
OHC131,county,Pike,OH
OHC133,county,Portage,OH
OHC135,county,Preble,OH
OHC137,county,Putnam,OH
OHC139,county,Richland,OH
OHC141,county,Ross,OH
OHC143,county,Sandusky,OH
OHC145,county,Scioto,OH
OHC147,county,Seneca,OH
OHC149,county,Shelby,OH
OHC151,county,Stark,OH
OHC153,county,Summit,OH
OHC155,county,Trumbull,OH
OHC157,county,Tuscarawas,OH
OHC159,county,Union,OH
OHC161,county,Van Wert,OH
OHC163,county,Vinton,OH
OHC165,county,Warren,OH
OHC167,county,Washington,OH
OHC169,county,Wayne,OH
OHC171,county,Williams,OH
OHC173,county,Wood,OH
OHC175,county,Wyandot,OH
OKC001,county,Adair,OK
OKC003,county,Alfalfa,OK
OKC005,county,Atoka,OK
OKC007,county,Beaver,OK
OKC009,county,Beckham,OK
OKC011,county,Blaine,OK
OKC013,county,Bryan,OK
OKC015,county,Caddo,OK
OKC017,county,Canadian,OK
OKC019,county,Carter,OK
OKC021,county,Cherokee,OK
OKC023,county,Choctaw,OK
OKC025,county,Cimarron,OK
OKC027,county,Cleveland,OK
OKC029,county,Coal,OK
OKC031,county,Comanche,OK
OKC033,county,Cotton,OK
OKC035,county,Craig,OK
OKC037,county,Creek,OK
OKC039,county,Custer,OK
OKC041,county,Delaware,OK
OKC043,county,Dewey,OK
OKC045,county,Ellis,OK
OKC047,county,Garfield,OK
OKC049,county,Garvin,OK
OKC051,county,Grady,OK
OKC053,county,Grant,OK
OKC055,county,Greer,OK
OKC057,county,Harmon,OK
OKC059,county,Harper,OK
OKC061,county,Haskell,OK
OKC063,county,Hughes,OK
OKC065,county,Jackson,OK
OKC067,county,Jefferson,OK
OKC069,county,Johnston,OK
OKC071,county,Kay,OK
OKC073,county,Kingfisher,OK
OKC075,county,Kiowa,OK
OKC077,county,Latimer,OK
OKC079,county,Le Flore,OK
OKC081,county,Lincoln,OK
OKC083,county,Logan,OK
OKC085,county,Love,OK
OKC087,county,McClain,OK
OKC089,county,McCurtain,OK
OKC091,county,McIntosh,OK
OKC093,county,Major,OK
OKC095,county,Marshall,OK
OKC097,county,Mayes,OK
OKC099,county,Murray,OK
OKC101,county,Muskogee,OK
OKC103,county,Noble,OK
OKC105,county,Nowata,OK
OKC107,county,Okfuskee,OK
OKC109,county,Oklahoma,OK
OKC111,county,Okmulgee,OK
OKC113,county,Osage,OK
OKC115,county,Ottawa,OK
OKC117,county,Pawnee,OK
OKC119,county,Payne,OK
OKC121,county,Pittsburg,OK
OKC123,county,Pontotoc,OK
OKC125,county,Pottawatomie,OK
OKC127,county,Pushmataha,OK
OKC129,county,Roger Mills,OK
OKC131,county,Rogers,OK
OKC133,county,Seminole,OK
OKC135,county,Sequoyah,OK
OKC137,county,Stephens,OK
OKC139,county,Texas,OK
OKC141,county,Tillman,OK
OKC143,county,Tulsa,OK
OKC145,county,Wagoner,OK
OKC147,county,Washington,OK
OKC149,county,Washita,OK
OKC151,county,Woods,OK
OKC153,county,Woodward,OK
ORC001,county,Baker,OR
ORC003,county,Benton,OR
ORC005,county,Clackamas,OR
ORC007,county,Clatsop,OR
ORC009,county,Columbia,OR
ORC011,county,Coos,OR
ORC013,county,Crook,OR
ORC015,county,Curry,OR
ORC017,county,Deschutes,OR
ORC019,county,Douglas,OR
